## object_type
# 1: Comida
# 2: Arma
# 3: Armadura
# 4: Arbol
# 5: Dinero
# 6: Puerta
# 7: Contenedor
# 8: Cartel
# 9: Llave
# 10: Foro
# 11: Pocion
# 12: Libro
# 13: Bebida
# 14: Leña
# 15: Fogata
# 16: Escudo
# 17: Casco
# 18: Anillo
# 19: Teletransporte
# 20: Mueble
# 21: Joya
# 22: Yacimiento
# 23: Metal
# 24: Pergamino
# 25: Aura
# 26: Instrumento musical
# 27: Yunque
# 28: Fragua
# 29: Gema
# 30: Flor
# 31: Barco
# 32: Flecha
# 33: Botella vacia
# 34: Botella llena
# 35: Mancha

## potion_type
# 1: Aumenta la agilidad
# 2: Aumenta la fuerza
# 3: Repone vida
# 4: Repone mana
# 5: Cura el envenenamiento

# TODO Claves no especificadas en el codigo: RazaEnanaAnim, IndexCerradaLlave, CantItems, NroItems, MinST, Real, Mujer, Upgrade, Caos, Log
# TODO Cuidado con las 'ñ'

[INIT]
object_count = 1052
name = Manto Elfico Purpura (H/E/EO-M)
graphic_index = 16437
object_type = 3
equipped_armor_graphic = 345
min_armor_defense = 5
max_armor_defense = 16
value = 3550
Mujer = 1

[OBJ954]
name = Habito de Ritual de Hombre (H/E/EO)
graphic_index = 16490
object_type = 3
equipped_armor_graphic = 346
min_armor_defense = 11
max_armor_defense = 20
value = 8000

[OBJ955]
name = Habito de Ritual Femenino (H/E/EO-M)
graphic_index = 16517
object_type = 3
equipped_armor_graphic = 347
min_armor_defense = 11
max_armor_defense = 20
value = 8000
Mujer = 1

[OBJ956]
name = Valya Silmeanar (H/E/EO-M)
graphic_index = 16734
object_type = 3
equipped_armor_graphic = 355
min_armor_defense = 20
max_armor_defense = 25
value = 15000
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
iron_ingot = 156
silver_ingot = 34
smithing_skill = 73

[OBJ957]
name = Vestido de Enana (E/G-M)
graphic_index = 17274
object_type = 3
equipped_armor_graphic = 375
value = 50
dwarf = 1
Mujer = 1

[OBJ958]
name = Vestimenta Comun (E/G)
graphic_index = 17139
object_type = 3
equipped_armor_graphic = 370
value = 50
dwarf = 1

[OBJ959]
name = Ropa de Carpintero Enano (E/G)
graphic_index = 17220
object_type = 3
equipped_armor_graphic = 373
max_armor_defense = 1
value = 100
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CAZADOR
forbidden_archetype11 = CLERIGO

[OBJ960]
name = Ropa de Leñador (E/G)
graphic_index = 17085
object_type = 3
equipped_armor_graphic = 368
max_armor_defense = 1
value = 100
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CAZADOR
forbidden_archetype11 = CLERIGO

[OBJ961]
name = Ropa de Minero (E/G)
graphic_index = 16977
object_type = 3
equipped_armor_graphic = 364
max_armor_defense = 2
value = 125
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CAZADOR
forbidden_archetype11 = CLERIGO

[OBJ962]
name = Tunica Elegante (E/G)
graphic_index = 17166
object_type = 3
equipped_armor_graphic = 371
min_armor_defense = 1
max_armor_defense = 3
value = 200
dwarf = 1

[OBJ963]
name = Ropaje de Luchador de Las Minas (E/G)
graphic_index = 17247
object_type = 3
equipped_armor_graphic = 374
min_armor_defense = 2
max_armor_defense = 3
value = 275
dwarf = 1
Hombre = 1

[OBJ964]
name = Ropa de Viajero (E/G)
graphic_index = 16896
object_type = 3
equipped_armor_graphic = 361
min_armor_defense = 2
max_armor_defense = 4
value = 400
dwarf = 1

[OBJ965]
name = Antigua Armadura Dorada (E/G)
graphic_index = 16869
object_type = 3
equipped_armor_graphic = 360
min_armor_defense = 3
max_armor_defense = 5
value = 700
dwarf = 1
forbidden_archetype1 = DRUIDA

[OBJ966]
name = Alifafe de Pirata (E/G)
graphic_index = 17193
object_type = 3
equipped_armor_graphic = 372
min_armor_defense = 4
max_armor_defense = 16
value = 3200
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = LADRON
forbidden_archetype3 = ASESINO
forbidden_archetype4 = BANDIDO
forbidden_archetype5 = GUERRERO
forbidden_archetype6 = BARDO
forbidden_archetype7 = DRUIDA
forbidden_archetype8 = PALADIN
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ967]
name = Ropas de Buscador (E/G)
graphic_index = 17301
object_type = 3
equipped_armor_graphic = 376
min_armor_defense = 4
max_armor_defense = 17
value = 3600
dwarf = 1
forbidden_archetype1 = PIRATA

[OBJ968]
name = Armadura Grabada Completa (E/G)
graphic_index = 16842
object_type = 3
equipped_armor_graphic = 359
min_armor_defense = 5
max_armor_defense = 19
value = 4480
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = PIRATA
iron_ingot = 64
smithing_skill = 47

[OBJ969]
name = Tunica Dorada de Gala (E/G)
graphic_index = 16950
object_type = 3
equipped_armor_graphic = 363
min_armor_defense = 16
max_armor_defense = 18
value = 10000
dwarf = 1

[OBJ970]
name = Armadura de Placas Livianas Thor (E/G)
graphic_index = 16761
object_type = 3
equipped_armor_graphic = 356
min_armor_defense = 18
max_armor_defense = 22
value = 13350
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ971]
name = Armadura Metal Oscuro (E/G)
graphic_index = 16923
object_type = 3
equipped_armor_graphic = 362
min_armor_defense = 19
max_armor_defense = 23
value = 13720
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 196
smithing_skill = 70

[OBJ972]
name = Tunica de Mahal (E/G)
graphic_index = 17004
object_type = 3
equipped_armor_graphic = 365
min_armor_defense = 20
max_armor_defense = 25
value = 15000
dwarf = 1
forbidden_archetype1 = BARDO
forbidden_archetype2 = DRUIDA

[OBJ973]
name = Armadura de Placas Livianas Thor (E/G-M)
graphic_index = 17328
object_type = 3
equipped_armor_graphic = 377
min_armor_defense = 18
max_armor_defense = 22
value = 13350
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 141
silver_ingot = 29
smithing_skill = 70

[OBJ974]
name = Capa de Monje Cocida con Mithril (E/G)
graphic_index = 17058
object_type = 3
equipped_armor_graphic = 367
min_armor_defense = 23
max_armor_defense = 35
value = 19000
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA

[OBJ975]
name = Cota de Mallas Larga (E/G)
graphic_index = 17031
object_type = 3
equipped_armor_graphic = 366
min_armor_defense = 28
max_armor_defense = 40
value = 23100
respawnable = 0
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 330
smithing_skill = 80

[OBJ976]
name = Armadura Pesada de Hierro y Bronce (E/G)
graphic_index = 16788
object_type = 3
equipped_armor_graphic = 357
min_armor_defense = 30
max_armor_defense = 50
value = 54000
respawnable = 0
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 600
silver_ingot = 100
smithing_skill = 85

[OBJ977]
name = Vestimenta Esclava (EO)
graphic_index = 17409
object_type = 3
equipped_armor_graphic = 380
value = 50
dark_elf = 1

[OBJ978]
name = Harapos de la Cueva (EO)
graphic_index = 17382
object_type = 3
equipped_armor_graphic = 379
max_armor_defense = 1
value = 105
dark_elf = 1

[OBJ979]
name = Armadura Maghtere Roja (EO)
graphic_index = 17355
object_type = 3
equipped_armor_graphic = 378
min_armor_defense = 10
max_armor_defense = 20
value = 7000
dark_elf = 1
iron_ingot = 100
smithing_skill = 63
forbidden_archetype1 = DRUIDA

[OBJ980]
name = Armadura de Combate Liviana (EO)
graphic_index = 16706
object_type = 3
equipped_armor_graphic = 344
min_armor_defense = 14
max_armor_defense = 20
value = 10000
dark_elf = 1
forbidden_archetype1 = DRUIDA

[OBJ981]
name = Piwafwi de Fuego (EO)
graphic_index = 17436
object_type = 3
equipped_armor_graphic = 381
min_armor_defense = 16
max_armor_defense = 20
value = 11000
dark_elf = 1

[OBJ982]
name = Armadura Melee de Explorador (EO)
graphic_index = 17463
object_type = 3
equipped_armor_graphic = 382
min_armor_defense = 18
max_armor_defense = 22
value = 13400
dark_elf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA

[OBJ983]
name = Piwafwi Purpura del Silencio (EO-M)
graphic_index = 17490
object_type = 3
equipped_armor_graphic = 383
min_armor_defense = 20
max_armor_defense = 24
value = 14500
Mujer = 1
dark_elf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ984]
name = Piwafwi Alto Narbondel (EO)
graphic_index = 17517
object_type = 3
equipped_armor_graphic = 384
min_armor_defense = 20
max_armor_defense = 25
value = 15000
dark_elf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ985]
name = Piwafwi Socere de Lloth (EO-M)
graphic_index = 17544
object_type = 3
equipped_armor_graphic = 385
min_armor_defense = 25
max_armor_defense = 35
value = 20000
Mujer = 1
dark_elf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ986]
name = Tunica de Druida
graphic_index = 681
object_type = 3
equipped_armor_graphic = 56
max_armor_defense = 25
min_armor_defense = 20
value = 17000

[OBJ987]
name = Estatua de Otto Wallace
graphic_index = 0
big_graphic = 18996
object_type = 8
pickupable = 0

[OBJ988]
name = Teleport a Arghal
graphic_index = 669
object_type = 19
pickupable = 0

[OBJ989]
name = Estatua del Panda
graphic_index = 0
big_graphic = 19715
object_type = 8
pickupable = 0

[OBJ990]
name = Mazo del Juicio
graphic_index = 20233
object_type = 2
equipped_weapon_graphic = 32
RazaEnanaAnim = 68
min_hit = 5
max_hit = 16
value = 4100
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR

[OBJ991]
name = Vestimentas Olimpicas (EO)
graphic_index = 20239
object_type = 3
equipped_armor_graphic = 479
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
dark_elf = 1

[OBJ992]
name = Vestimentas Olimpicas (EO-M)
graphic_index = 20266
object_type = 3
equipped_armor_graphic = 480
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
Mujer = 1
dark_elf = 1

[OBJ993]
name = Vestimentas Olimpicas (E-M)
graphic_index = 20293
object_type = 3
equipped_armor_graphic = 481
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
Mujer = 1
dwarf = 1

[OBJ994]
name = Vestimentas Olimpicas (E)
graphic_index = 20320
object_type = 3
equipped_armor_graphic = 482
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
dwarf = 1

[OBJ995]
name = Vestimentas Olimpicas (H-M)
graphic_index = 20347
object_type = 3
equipped_armor_graphic = 483
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
Mujer = 1

[OBJ996]
name = Vestimentas Olimpicas (H)
graphic_index = 20374
object_type = 3
equipped_armor_graphic = 484
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0

[OBJ997]
name = Antorcha Olimpica
graphic_index = 20405
object_type = 20
pickupable = 0

[OBJ998]
name = Vestimentas Olimpicas (G-M)
graphic_index = 20406
object_type = 3
equipped_armor_graphic = 485
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
Mujer = 1
dwarf = 1

[OBJ999]
name = Vestimentas Olimpicas (G)
graphic_index = 20433
object_type = 3
equipped_armor_graphic = 486
min_armor_defense = 1
max_armor_defense = 1
value = 50
respawnable = 0
dwarf = 1

[OBJ1000]
name = Antorcha Olimpica de Mano
graphic_index = 20460
object_type = 2
equipped_weapon_graphic = 33
RazaEnanaAnim = 69
min_hit = 1
max_hit = 8
value = 210
respawnable = 0

[OBJ1001]
name = Casco de Aguila
graphic_index = 20238
object_type = 17
equipped_armor_graphic = 2
equipped_weapon_graphic = 14
max_armor_defense = 5
min_armor_defense = 1
value = 2500
respawnable = 0
forbidden_archetype1 = PIRATA

[OBJ1002]
name = Casco de Lobo
graphic_index = 20066
object_type = 17
equipped_armor_graphic = 2
equipped_weapon_graphic = 11
max_armor_defense = 7
min_armor_defense = 3
value = 4200
forbidden_archetype1 = MAGO

[OBJ1003]
name = Casco de Oso
graphic_index = 20067
object_type = 17
equipped_armor_graphic = 2
equipped_weapon_graphic = 12
max_armor_defense = 15
min_armor_defense = 10
min_magic_defense = 4
max_magic_defense = 6
value = 10500
forbidden_archetype1 = MAGO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = ASESINO
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ1004]
name = Casco de Tigre
graphic_index = 20068
object_type = 17
equipped_armor_graphic = 2
equipped_weapon_graphic = 13
max_armor_defense = 15
min_armor_defense = 10
min_magic_defense = 8
max_magic_defense = 12
value = 18500
forbidden_archetype1 = MAGO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = ASESINO
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ1005]
name = Hacha de leña Elfica
graphic_index = 603
object_type = 2
equipped_weapon_graphic = 37
min_hit = 3
max_hit = 8
value = 1750
iron_ingot = 15
smithing_skill = 30

[OBJ1006]
name = Leña Elfica
graphic_index = 1999
object_type = 14
value = 5
respawnable = 0

[OBJ1007]
name = Invocar Mascota
graphic_index = 609
object_type = 24
value = 100000
spell_index = 46

[OBJ1008]
name = Arbol elfico
graphic_index = 18802
object_type = 36
pickupable = 0

[OBJ1009]
name = Cuchillas
graphic_index = 2341
object_type = 2
equipped_weapon_graphic = 38
RazaEnanaAnim = 39
ranged_weapon = 1
min_hit = 7
max_hit = 16
value = 50
Acuchilla = 1
iron_ingot = 1
smithing_skill = 10
forbidden_archetype1 = MAGO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = DRUIDA
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = ASESINO
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ1010]
name = Sombrero Pirata
graphic_index = 22034
object_type = 17
equipped_weapon_graphic = 15
max_armor_defense = 6
min_armor_defense = 2
min_magic_defense = 5
max_magic_defense = 9
value = 25000
forbidden_archetype1 = MAGO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = DRUIDA
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = ASESINO
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ1011]
name = Farola
graphic_index = 2639
object_type = 20
pickupable = 0

[OBJ1012]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0

[OBJ1013]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0
range = 1

[OBJ1014]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0
range = 2

[OBJ1015]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0
range = 3

[OBJ1016]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0
range = 4

[OBJ1017]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0
range = 5

[OBJ1018]
name = Teleport
graphic_index = 669
object_type = 19
pickupable = 0
range = 6

[OBJ1019]
name = Cartel Asesino
graphic_index = 21969
big_graphic = 501
object_type = 8
pickupable = 0
text = Asesinos

[OBJ1020]
name = Cartel Bandido
graphic_index = 21970
big_graphic = 501
object_type = 8
pickupable = 0
text = Bandidos

[OBJ1021]
name = Cartel Bardo
graphic_index = 21971
big_graphic = 501
object_type = 8
pickupable = 0
text = Bardos

[OBJ1022]
name = Cartel Clerigo
graphic_index = 21972
big_graphic = 501
object_type = 8
pickupable = 0
text = Clerigos

[OBJ1023]
name = Cartel Druida
graphic_index = 21973
big_graphic = 501
object_type = 8
pickupable = 0
text = Druidas

[OBJ1024]
name = Cartel Guerrero
graphic_index = 21974
big_graphic = 501
object_type = 8
pickupable = 0
text = Guerreros

[OBJ1025]
name = Cartel Cazador
graphic_index = 21975
big_graphic = 501
object_type = 8
pickupable = 0
text = Cazadores

[OBJ1026]
name = Cartel Ladron
graphic_index = 21976
big_graphic = 501
object_type = 8
pickupable = 0
text = Ladrones

[OBJ1027]
name = Cartel Mago
graphic_index = 21977
big_graphic = 501
object_type = 8
pickupable = 0
text = Magos

[OBJ1028]
name = Cartel Paladin
graphic_index = 21978
big_graphic = 501
object_type = 8
pickupable = 0
text = Paladines

[OBJ1029]
name = Cartel Pirata
graphic_index = 21979
big_graphic = 501
object_type = 8
pickupable = 0
text = Piratas

[OBJ1030]
name = Cartel Trabajador
graphic_index = 21980
big_graphic = 501
object_type = 8
pickupable = 0
text = Trabajadores

[OBJ1031]
name = Cartel Gremio de Trabajadores
graphic_index = 4909
big_graphic = 501
object_type = 8
pickupable = 0
text = Gremio de Trabajadores

[OBJ1032]
name = Cartel Leñadores
graphic_index = 3716
big_graphic = 501
object_type = 8
pickupable = 0
text = Leñadores

# Cartel Ulla
[OBJ1033]
name = Cartel
graphic_index = 4986
big_graphic = 4987
object_type = 8
pickupable = 0
text = Desde que se desato la Guerra que conllevo a la Plaga, Ullathorpe dejo de formar parte del Reino de Banderbill, para pasar a ser una zona comercial e ideal para todos los viajeros. Aqui podras pasear, comerciar y platicar libremente, mientras no disturbes a sus pobladores, la paz ni el orden. Alcaldia de Ullathorpe.

# Cartel Nix
[OBJ1034]
name = Cartel
graphic_index = 4986
big_graphic = 4987
object_type = 8
pickupable = 0
text = Has llegado a la gran Ciudad de Nix, conocida por tener la Bahia de los Pescadores, actualmente es una ciudad neutral, ya que el Reino de Banderbill decidio retirar sus Guardias Reales. Desde ese momento Nix se convirtio en una zona portuaria ideal para los pescadores. Esta es una ciudad libre, donde ningun reino apuesta sus guardias, regida bajo nuestras propias leyes de paz y seguridad.

[OBJ1035]
name = Cartel Nemahuak
graphic_index = 4923
big_graphic = 501
object_type = 8
pickupable = 0
text = Bienvenido a Nemahuak

[OBJ1036]
name = Guantes de Lucha
graphic_index = 22033
object_type = 18
Guante = 1
min_hit = 2
max_hit = 5
value = 10000
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = PALADIN
forbidden_archetype5 = ASESINO
forbidden_archetype6 = DRUIDA
forbidden_archetype7 = BARDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = CLERIGO
forbidden_archetype10 = TRABAJADOR

[OBJ1037]
name = Escudo Legionario
graphic_index = 23069
object_type = 16
equipped_armor_graphic = 2
equipped_weapon_graphic = 9
Caos = 1
max_armor_defense = 1
min_armor_defense = 1
value = 350
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = PIRATA
forbidden_archetype4 = LADRON
iron_ingot = 5
smithing_skill = 20

[OBJ1038]
name = Escudo Real
graphic_index = 23068
object_type = 16
equipped_armor_graphic = 2
equipped_weapon_graphic = 7
Real = 1
max_armor_defense = 1
min_armor_defense = 1
value = 350
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = PIRATA
forbidden_archetype4 = LADRON
iron_ingot = 5
smithing_skill = 20

[OBJ1039]
name = Manto de Sacerdote del Imperio (E/G)
graphic_index = 23150
object_type = 3
equipped_armor_graphic = 547
max_armor_defense = 12
min_armor_defense = 6
value = 2900
Real = 1
dwarf = 1
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = MAGO
forbidden_archetype8 = LADRON
forbidden_archetype9 = TRABAJADOR

[OBJ1040]
name = Armadura de Gran Sacerdote Imperial (E/G)
graphic_index = 23096
object_type = 3
equipped_armor_graphic = 545
Real = 1
dwarf = 1
max_armor_defense = 22
min_armor_defense = 15
value = 9240
forbidden_archetype1 = GUERRERO
